Text,Label,Subclass
आधी मिडिया चा तेरावा घालावा लागेल. चार दिवस एका भाजीचे दर वाढले की त्यांचा नंगानाच सुरु होतो.,0,0
"@bvpat2501 @garg_trupti @Sonalimumbai1 @Sonal__18 @__aninda @SunainaHoley किती पैसे मिळतात tweets चे, तुमचे विचार घाणेरडे आहेत...",0,0
"@abpmajhatv जनतेची कामे तर काही करायची नाहीत, निर्णय घ्यायचे नाहीत तर उगाच मंत्रीमंडळ बैठकीचे सोपस्कार कशाला??",0,0
@CaptainCool_07 @ShaunakCric @mufasta_vohda @rajasthanroyals येड झवाड़या मूफा (मराठी),1,1
@vineetshende321 @NitinRaut_INC औकात मधे रहा तुझ्या मादरचोद..लोकांची गु साफ करणाऱ्यानो..,1,1
राहुल गांधीचे चारित्र्यहनन करण्यासाठी भाजपने 10 वर्षात कोट्यावधी रुपये आणि ट्रोल आर्मीच्या फौजेच्या फौजा तैनात केल्या. पण पण खरा पप्पू कोण आहे...,0,0
@iShaktimaan आईघाल्या केजरू #Jio4G समोर #Maro5G चा सुरसुरा सोडनार आहे 😵😵😵😝😝😂,0,0
@NiteshNRane काय खुळचट बोलुन राहिला. कोकणातील पुरात गुडघावर आदळलेत दिसताय बेडूक महाराज.,1,1
अरे बुद्धू तु पण तुझ्या चायना स्पॉन्सर्ड मालकासारखाच् मंदबुध्दी आहेस का???,1,1
"@aSantoshTweets @MahaCyber1 ही घाणरड्या, नीच भाजपची पैदास आहे.",1,1
@SarangaRanga @iYashwantJadhav खुप दिवसानंतर नेभळट भेटला.घे ठोकून.,0,0
@kikku609okuy @Shivrajmahratta @ANI 2014 ला तुम्ही नाही राष्ट्रवादीने पाठिंबा दिलेला.,0,0
@JayantpSpeaks @RajThackeray मग काय डलिंदर भोकाटे चा की गुपुरुष खेडुक्कर चा सिनेमा मधला संदर्भाचा इतिहास खरा का रे बिडीग्रेडी अवलाद,0,0
@ShelarAshish काय रे माकडा इथे १२० वर पेट्रोल आणून ५ रुपये कमी करतात याच्यासाठी एवढी हुशारी कशाले मारून राहिला बे तू माकड तोंडाच्या...,0,0
"अरे झवण्या, आमच्या साहेबांमुळे तुझा बाप आणि तु आहे. हे लक्षात ठेव.",1,1
@vivekanandg @Swapnil80336122 @nawabmalikncp @CPMumbaiPolice एकदम बरोबर. आजाद मैदानात उभा करुन जोड्याने मारलं पाहिजे,1,3
मालकाने पगार बुडवायच कितीही दलिंदर पणा केला तरी कर्मचारी आपला पगार बरोबर वसुल करतो.,0,0
काही कारण नसताना हिंदू - मुस्लीम वाद पेटवून द्यायचा बाजुला होऊन फक्त बघत राहायचं व स्वताःची पोळी भाजून घ्यायची. राजकारणी चादरमोद.,1,2
"शेतकरी आत्महत्या करत आहे तुझ्या राज्यात लाज वाटली पाहिजे ना तुला राजकारण करतो , आणि आपण अपमान कोणाचा करतो याच भान ठेवा जय श्रीराम जय महाराष्ट्र",0,0
@swarraj5 भावाने प्रशस्तीपत्र दिले म्हणजे तुझा भाऊ अट्टल खोटारडा आहे,0,0
सगळे जण आपल्या आपल्या लायकी नुसार बोलतात.. गावाबाहेरील घाण किती ही मध्ये आणली तरी वास जास्त मारत असते @NitinRaut_INC त्यामुळे आपल्या लफड्यात लक्ष घालावे बाहेर लायकी नाही...,0,0
@nawabmalikncp मलिक भाऊ कोण तो आर्यन खान हारामी.त्याचा इतका पुळका का.गांजा चोर त्याचा बाप पाकिस्तान ला पैसे देऊन मदत करतो.,1,1
हा माणुस आणि त्याचे सतरंजी उचले सर्मथक लोकांना अजुनही च्युत्या(रौताचा नाही खरा अर्थच अभिप्रेत आहे) समजतात का? @abpmajhatv थर्डक्लास चॅनल आहे हे अगोदरच सर्वांना माहीत आहेच.,1,1
"@AshishMerkhed ये ड झव्या भाड खाऊ चोदी च्या हेपरी च्या आधी रपिडेक्स इंग्लिश बोलायचे कोर्स कर, मग इथं ये हागायलं",1,1
@Indepedence197 @Rationalised21 तुझी कवाच झोपवली मी आईघाल्या म्हणुन तर मस्तीत हाय मी भाडखाउ.,1,1
गोलूची गांड आणि तिच्या बायकोची पुच्ची -,1,4
याला उघडा करून चाबकाने रोडवर मारायला पाहिजे.... दलाल आहे हा,1,1
@Avinashmule22 @mnsadhikrut आणि हे बघा चोदी चा चूक्त 😂😂,1,1
@ShelarAshish 25 वर्ष युति करुण त्यांची गांड चाटली तेव्हा काहि चूक दिसली नाही कमला बाई ची कमला जनता बेहाल सगळे राजकीय पक्ष चोर आहेत,1,1
"अरे रावत्या, तुझ्या भोवतीचे चाटू गिरी करणारे सोडले तर एकतर तरी कुत्रं सुद्धा येणार नाही माणसं तर लांबच राहिली. कळलं का माकडा?",1,1
@abpmajhatv आर काय आदराने नाव घेताय भोसडीच्यानो गुन्हेगार आहे तो लाजा विकून खाल्ल्या का मादरचोद,1,1
तुमच्या पूर्वजांच्या कत्तली करून मुडक्यांच्या राशीचे पर्वत रचले त्या मुसलमानांचा मुसलमानी कावा म्हणण्याची तुमची कधीच हिम्मत होत नाही हे कसे काय सबला समोर लोटांगण.,1,2
@TV9Marathi तुला शेतातली काय झाट समजतात काय रे पप्पू?,1,1
आता मात्र हात टेकले अंधभक्तांच्या बुद्धीपुढे🙏🏻😂😂😂 तो निकाहनामा आहे येड्या. संघातल्या हिंदूंचा निकाह होतो का?? कबूल! कबूल! कबूल!,1,2
"""@meNeeleshNRane राणे परिवार शिवसेनेचाच गु खाऊन मोठा झालाय आणि तू सांगतोय काय की शिवसेनेला कुत्र भिक घालणार नाही..अरे कुत्र तर तुझा बाप आहे.",1,1
जिकडे चपाती टाकली तिकडे खायला निघत.... आणि तुम्ही 2 दलिंदर पैदास... किती लोकांचं गु खाशाल.जरा बाहेर फिरून बघा काय किंमत आहे राणे परिवाराची कळेल.,1,1
"@Special_033 म्हणजे काय ? ही bullywood वाले आंघोळ नाही करत ? ""शी, घाणेरडे "" #BoycottBollywood",1,1
आणि कुत्र्या तू चुकून टॅग झालं होतं म्हणून delete केलं होत. तुझ्या गांडीतले किडे एवढे वळवळ करतात हे आत्ता समजल.,1,1
"@ramraje_shinde @DrVijayChormare चोरमारे हा ज्येष्ठ चाटूकार आहे, सॉरी @ramraje_shinde सर, यंदा एकवेळ रेडिओ ऐकू!",0,0
पण या च्युत्या चोरमारे सोबत आपला कार्यक्रम नाही पाहणार! त्यापेक्षा अनय जोगळेकर सारखा माणूस तरी आणायचा हुशार आहे तो आणि ही बिस्किटांवर जगत देखील नाहीं!,0,0
तकर्याच्या तोंडाला बीघाडी सरकारणने पाने पुसली...अनुदान दिवाळी आधी शेतकर्याच्या खात्यावर...आज 2तारीख संपली आजुन दमडी नाही....कशी दीवाळी साजरी करनार,0,0
"भारतरत्न विसरलात, तुमच्या मालकांनी भीक मागून स्वतः ला भारत रत्न मिळवून घेतलं बेवड्या",1,1
@dranildeshmukh @ShelarAshish @BJP4Maharashtra शक्यता नाकारता येत नाही. ही नीच लोक सत्तेसाठी कोणत्याही थराला जाऊ शकतात,1,1
दर दोन-चार महिन्यांनी त्या दळभद्री गोडसेवर राज्यभर चर्चा घडून येतेय. आपलं दुर्दैव वाच सुं ड क्या भिका रड्या पगार खाऊ गद्दार हे वाच @BhaiJagtap1 बापाशी गद्दार झालेल्या पोरांना आता काय म्हणायचं 😝😜😰😭💆 मोदी भक्त अंधभक्त अंडभक्त गोबरभक्त शेणकिडा लाचार लाळघोटे दलाल चाटे ४० पैशावाले गद्दार बेटे,1,1
@saurabh9587 @AModestIndian निघ भैंचोद. .तुला हिंदु धर्माचा ठेका नाही दिलाय. .हांडग्या,1,1
"पाकडे मीडिया समोर आम्ही असा हल्ला करू तसा हल्ला करू भूकणारे आज कोणत्या बिळात घुसून बसले हरामी ,औकात पेक्षा जास्त भुकू नये पाकड्यांनो",1,1
@TheShriTripute गांड तुझी. राज काही खु्र्चीसाठी चाटणार नाही. त्या पोंग्या उध्दवची तर नाहीच. तो राजचा पी ए व्हायच्या लायकीचा नाहा. हात फाकून माझ्या म्हणून तेच बकायच. दहा मिनिट एका विषयावर भाषण देउ शकत नाही तो. पैसे हवे असले की चाटायला जायच बस,1,1
@SabkaBhaiHun @SunainaHoley हिजड्या वाणाच्या मीरा भयंदार ला राहतो म्हणतो फोटो टाक साल्या 1 तासात तुझा कन्फडात लागतील बापाची औलाद आहे तर घरीच थांब,1,1
@PunekarVoice हलकट आहेत रे.. अर्णवच्या आडुन देवाभाऊ ला लक्ष्य करायचयं आणि अर्णव ला आत टाकुन आसुरी आनंद घेत असतील 😡,1,1
तु कोण रे मायघाल्या चल माझा अड्रेस देतो उपट माझी काय उपटतो ते पाहु उपट्या तु,1,1
सुप्रियाताईंना नाचताना बघून ब्रिगेड अवलाद आता खोट्या कानाकोपऱ्यात घुसले आहे त्यांना शोधून काढा व बाहेर,1,1
@TV9Marathi @samant_uday त्या येडझव्या ला सांगा जनतेनेचं बंद फाट्यावर मारला म्हणून,1,1
"भक्त हिला राणी म्हणतात खरच भक्तांची अक्कल गुडघ्यात असेल असे वाटत होते पण नाही.. ती गुडघ्यातुन सरकून खाली घोट्यात आली आहे,",1,1
@BhatkhalkarA 👆👆 लोकांना हिंदुत्वाच्या नावाने चुतिया बनवणारे. आज स्वतःच्या भाजपा कार्यालयाच्या लायब्ररीत कुराण ठेवतायत. हे बघा ढोंगी हिंदुत्ववादी 😂😂🤣🤣,1,2
कालचा पराभव बेगड्या हिंदुत्व वा द्यांच्या बुडाला आग लावणारा होता आणि आता त्याचे नासके चाळे सुरु झाले 🤣😭,1,1
@SaurabhBG झोडायला पाहिजे या आईघाल्या @AvdhutAFC शेमन्या ला कीव कसली करताय ??,1,1
@keshavupadhye आला का झाटू संघोट्या,1,1
@ashutoshab @PawarSpeaks VOTEसाठी?आता हिंदु मुस्लिम कार्ड चालत नाही मग ?? भर सभेत टीळकाचि पगडी काढुन फ़ुले पगडी घालायची व 2 धर्मात द्वेष निर्माण करायचा ?😡,1,2
@BhatkhalkarA हा चुतीया रौत्या आहे,1,1
भाजप वाल्याना माज आला आहे सत्तेचा ज्या दिवशी सत्ता जाईल ना त्या वेळेस कुत्र पण विचारणार नाही भक्त आता काय नायडू चा तोंडात घेऊन बसले काय,1,1
पुण्यातल्या पेठांमधील रस्त्यांची काय आई झवून ठेवलीय.... #Pune #sadashivpeth #punecity,0,0
गुजरातमध्ये परिस्थिती खूप भयानक आहे. लोक दोन्ही हातामध्ये काठ्या घेऊन लढताना मी माझ्या डोळ्याने पहिले - पप्पू बिनडोक त्याला दांडिया म्हणतात 😜😝🤣🤣,0,0
@LoksattaLive @KiritSomaiya अरे हा बोलघेवडा आहे पलटी बाज सांड बैल काम न करणारा - दानवे,1,1
@meriawaajsuno छपरी म्हणतात अश्यांना 😜,1,1
@Prashan43145188 @ashish_jadhao इंधन सबसिडीचा फास २००८ नंतर एवढा बसला की तो सोडवता चीन कैक मजले पुढे निघून गेला.,0,0
@Anand_Dasa88 कुत्र्या सारखा भूंकण्याची जवाबदारी असलेली जमात।,1,1
@keshavupadhye अशीच पवारसाहेबांची उक्ती आणि संघोट्यांना सत्तेपासून दूर ठेवते.,0,0
@lokmat कोणता कायदा? तुझ्या मालकाला तरी कायदा कळतो का रे रताळ्या..,0,0
@Viki_Hindustan @YuvrajThakre5 @AmSachinDB @WeRBeedkars @DrPritamMunde @BeedLoksabha बस रे बुल्ल्या मधी मधी करू नको,0,0
@storywala_sam 8 लाखाचा आहे भाडखाऊ तो घोडा,0,0
सत्तेसाठी लाचार झालेली दरिद्री शेणा खुद्द टिपूच्या म्हणजे कुत्र्याच्या रूपात आढळून येते. मग पाठिंबा तर दिला जाणारच.,1,1
जलयुक्त’ला सरकारची क्लीन चिट; अभियानामुळे भूजल पातळीत वाढ;शेतकऱ्यांचे उत्पन्न व राहणीमानही सुधारले आणि मविआ सरकारने स्थगित केलं.नाकर्ते पणाचा कहर.. #MVACheatsFarmer,0,0
झवाडी gang आणि शिक्क्षण —- याचा कुठेही संबंध येत नाही .....,0,0
@NitinRaut_INC हे तर भाजपाचे कार्यकर्ते किंवा दोनशे-तीनशे रुपये देऊन आणलेले भाडोत्री कामगार.,0,0
"तिकडचे कामधंदे सोडून पुण्यात यायला लागलं. या कॉंग्रेसच्या दीडशहाण्यांनी इंजीनियरिंग कॉलेजेसचा जिथे तिथे ढिग उभारला. भेंचोद, ज्यांची लायकी नाही ते सुद्धा आज इंजिनीयर झालेत.",1,1
@prashantkadam कार्यकर्ते आणि वकील भेटले म्हणजे नवीन ते काय रे रताळ्या..,0,0
@MeNarayan2 @Mister1287 @Special_033 तुमचा चुटेंद्र चोदी कुटे फिरला रे ज्ञान हेपल्या? मोराबरोबर लपाछपी खेळत होता...फोटो काढत होता bc..,0,0
महाराष्ट्र मध्ये एवढी संकट आली तेव्हा कुठे तोंड लपून बसला होता..आणि जे बाहेर फिरले त्यांनी काय श्ट्ट उपटले रे ??,0,0
#भाजप आय.टी. सेलच्या छपरी लोकांप्रमाणे असली थेरं करत राहिलात ना तर तुम्ही कायम शॅडो मधेच पडून राहणार आहात हे ध्यानात ठेवा! #म,1,1
@RathorH @maha_governor @impuni पळ बुल्ल्या,1,1
@IndiaToday @AishPaliwal बोलविते धनी आले. फडणवीस नीच माणसाने या नशेडी ला हाताशी धरून महाराष्ट्राचा अपमान केला लोक मुर्ख नाहीत,1,1
@HakunahMatata_ @surykant_garad @sanjayfadnavis1 @AnaghaAcharya मुसलमानाना लांड्या म्हणायचे..😑😑,1,1
गुड मार्निंग लवडा + पुच्ची = झवाझवी,1,1
"@Manoj93Rane 'खरमरीत पत्र', मराठी मीडिया भिकारचोट चप्पलचाटू आहे खरंच! फार संताप आला होता मला असलं हेडिंग वाचल्यावर...",1,1
@MehulSangvikar @sunmor2901 जाहील मूर्ख अंधगोबर भक्त 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,1,1
@BhaiyaPatil तुझी लायकी काय झाट्या दुसऱ्यांवर बोलायची स्वतःकडे बघ एकदा कीव येते रे तुझ्यावर कीव येते,1,1
"@SumantVinita मग काय, आपला हलकट पणा लपवता आला नाही त्याला , म्हणे ""IT cell झिंदाबाद """,0,0
@SanghpalTelgot5 @DJWaleBabu16 @mataonline @AmhiVanchit अन् तुम्ही लई स्वतच्या जिवावर खाता बोच्यांनो......दुसर्यंची झेलत असाल....मला काय गोळ्या घालतो.....,1,1
तोडफोड-हिंसा क्षणिक सुखा सारखी असते याचे परिणाम या गोष्टी करणाऱ्यालाच भोगावे लागतात.त्यामुळे दोन्हीकडच्या लोकांनी या कट्टरवाद्यांना ❤️वड्यावर कोललेच बर 😊😊😊 - आरीफ काझी via_fb,0,0
अन्न खाण्या ऐवजी गू खातो का रे तू हरामखोर कूत्तरड्या,1,1
त्या एनसीपी नौटंकी नेत्यांचा फाजील माज तुम्हीच उतरवायला हवा. मांडवलीच्या मागे न लागता. कुणीतरी सच्चा असावा असा की सुशांत दिशाचं सत्यही बाहेर काढणारा.🙏🏻@NiteshNRane,1,1
ज्या लोकांनी भाजपच्या हलकट नेत्यांच्या सुरात सूर मिसळून मंदिर उघडा म्हणून बोंबाबोंम केली त्या लोकांना जर कोरोना ची लागण झाली तर हॉस्पिटल मध्ये भरती न होता मंदिरात जाऊन लोटांगण घालावं ..,1,1
"@VedantShree @Mnorma7 अरे #बुरखाधारी_बाईल्या, तुम्ही #लावारीस लोक, ""ही"" का ""हा"" का ""हे"" च कोणाला कळत नाही!! जसा #प्रश्न तस #उत्तर तर तयार असणार ना!! 😂😂😂😂😂😂 https://t.co/gjC9Jqyqjl",1,2
@LoksattaLive @PawarSpeaks @NCPspeaks येड्या भोकाच्यानो तिकीट नाही मिळाले तर पक्ष सोडणार असे 25-30 तरी असणारच ... 325 आमदार एकाच राज्यातून एकाच निवडणुकीत आलेत ... मराठी मीडियाचे तात पवार यांच्या NCP संपूर्ण कारकिर्दीत तर एव्हढे आमदार आलेत का ... ??,0,0
@meSantoshChavan @RRPSpeaks @Awhadspeaks @DrPritamMunde @Pankajamunde @mrhasanmushrif @MLA_UDAYRAJPUT @GavankarDattu @NANA_PATOLE @VijayWadettiwar @Mha_Smks @Narhari_Zirwal दिवसेंदिवस प्रत्येक राजकारणी लोकांचा खरा चेहरा समोर येत आहे ...यांना सामान्य जनतेच्या प्रश्नाशी काही देणंघेणं नाही ...यांना व यांच्या पक्षाच्या नेत्यांना मत देणं तर दूरच राहील ...दारात सुद्धा उभे करणार नाही जनता ...#भिकारचोट_राजकारण,0,0
@TV9Marathi आम्ही पण एक जनता म्हणून त्याच्या त्या भिकारचोट अभिनयाची आणि तुमच्या ह्या वक्तव्याची निंदा करतो,1,1
गावाच्या भाभीची मस्तीने भरलेली पुच्ची https://t.co/DGpJSX7iXx,1,1
100 लाइक्स एंड पोहावती विल रिक्रियेत दिस विथ बुल्ला भैया 🤣,0,0
"चार फटके पडले आणि अनिल देशमुखने शवसेना प्रमुख अनिल परबचं नाव घेतलं. एकदा थर्ड डिग्री देऊन बघा, काय माहीत भावी पंतप्रधानांच पण नाव बाहेर येईल. 😂",1,1
शिवसेना आपल्या जुन्या जब्राट्ट ठोकशाही भुमिकेत.... आता... गोडस्याच्या संघोट्या बुळग्या औलादींना... गांधींची अहिंसा.... आणि... आंबेडकरांचे संविधान आठवेल..,1,1
@Makao7iv7iv भाजपच्या नवहिंदू माकडा तुझी आई तुझ्या बापाला प्रेमाने काय म्हणते? शोएब अख्तर का शाहिद आफ्रीदी? @Timbak2wo 🤣😂,1,1
@TUSHARKHARE14 महाराष्ट्र राज्यात मराठी माणूस आणि मराठीबाणा टिकवायचा असेल तर मनसे हवीच..बाकी सारे हिंदी गुलाम लाळपुसे...,1,1
राज ठाकरेंबाबत सभेत लाखोंची गर्दी जमवून मत मिळवता येत नाहीत म्हणणारे फुरोगामी दुतोंडी बांडगुळ जेमतेम पाच हजारांची गर्दी जमावणारा तेजस्वी बिहारचा मुख्यमंत्री होणार असा दावा करत आहेत. @RajThackeray #BiharElections,0,0
@kamaalrkhan रांडेच्या लेका नाना देव मानुस आहे बे नासक्या हराम ची पैदाईश आहेस तुझ्या आयला डुक्कर लागो.,1,1
@abpmajhatv गांडी वर फटके द्या साल्या च्या..,1,1
@VinodWayal12 @aamhi_laturkar @HakunahMatata_ @swami_vachan औलाद पैदा करू शकत नाही म्हणून पहिल्या रात्री पळून जाणारा नेता कोण रे भामट्या ?,1,1
मादरचोद ब्राम्हणी नेत्यांचा जाहीर निषेध... बापाला विसरतात म्हणजे हे एक बापाची औलाद नाहीत हे आज जनतेला स्वतः दाखवून दिले.... कट्टर मुंडे सैनिक _राहुल इप्पर,1,1
@SadanandRaut11 @Official_vivek9 @Dr_Uditraj @RakeshK80293776 @INCIndia @RahulGandhi तोंडा नी तु हिकलेली पुच्ची सारखा दिसतो आई झवड्या अन् मला लवडे बोलतो 😂😂😂,1,1
@BhatkhalkarA @mohitbharatiya_ निलंबित आमदार अतुल बावचळकर वेड झालेलं आहे. दिवस भर घरात बसून फुकटचे सल्ले देत बसतो. ए बाबा तू फुकटचे सल्ले देणं बंद कर.... तू फक्त नावाचा आमदार आहे कामाचा भंगार वाला आहे तुला फक्त शौचालय आणि संडास च्या उद्घाटनासाठी बोलावते.. तूने कांदिवलीच्या कचरा करून टाकलं...,0,0
@ramchandra_ba @Marathi_Rash @mekedarshinde @PuneriSpeaks @veda_mulga @anubandhmarathi @MarathiRT @ekikaranmarathi आपलीच माणसं भिकारचोट तर बाकीचे माणस तरी काय करणार...!!,0,0
या मादरचोद पोलिस वाल्याची नोकरी खाऊन टाक,1,1
@RohitsFan1 @Shubhami1966 @MeSavarkar तुझ्या आईला झवून कंटाळा आला आहे..,1,1
@NopainNogain_04 @vidarbhinpune @chetanshendge 🤣 🤣 हा टकल्या परत आला का,0,0
@shrikantkhopkar @jonyboltay ह्याची चिमनिची राख याने पलवली म्हणून पप्पू कुंवारा राहिला,0,0
तू तर निववळ पाकीट पत्रकार रे तू ना काँग्रेस जॉईन कर असली फालतु कुत्रकारिता करून खरी पत्रकारितेला कलंक लावू नकोस,1,1
@abpmajhatv जर हा सांस्कृतिक दहशतवाद असेल तर स्वर्गात गेलेल्या नेहरूंपासून आताच्या राहुल गांधींपर्यंत सर्वांनी पंडित हृदयनाथ मंगेशकर यांची माफी मागावी. @rajivkhandekar तुझ्यासारख्या भामट्या ने रोज पंडितजींच्या पायाच पाणी प्यायला हवं,1,1
@RaviBRathod5 @MChormal 3 वर्ष झाली शेट्ट वाकडी करू शकला नाही त्याची,0,0
@AdvAshutoshDube हाणा मादरचोद डुकराला। हिंदू देवी देवतांचा अपमान बिल्कुल सहन करणार नाही।,1,1
@Marathi_Rash @PravinIYC कसला नीच आहे हा !,1,1
"Te काय लहान मुलं नाहीयेत , सेलिब्रिटी आहेत ... बोलताना थोडं भान ठेवणं गरजेचं असतं उगाच शेण खल्यागत बोलू नये.",0,0
पावनखिंडीत महाराजांचे ३०० मावळे ५००० मुघलांवर भारी पडले. दिल्लीत मोदीचे ३३४ खासदार आमच्या २०९ खासदारांना अंगावर घ्यायला घाबरतात. जीव द्या भाड्यांनो- शिवबंधनात गुरफटलेला मित्र मोदीची तुलना महाराजांशी केली असं म्हणत उद्या भोकाड पसरलंस तर कुत्र्यासारखा मारेन भडव्या- अस्मादिक,1,1
"@_prashantkadam जनता राहूल ला मूर्ख समजते , मूर्खा सोबत वाद करणे म्हणजे मूर्ख माणसात आणखी एक भर टाकणे होय",0,0
कोरोना आनी डेंगू ची युती... कोरोना माहित आहे नालायकनो मामू ला डेंगू म्हणता ....नौटी न्यूज़....😃 https://t.co/cktVgC702r,0,0
@MisarMahi @MumbaiNCP @nawabmalikncp तू हिजड्याची पैदाइस आहेस मोदी घरी येऊन काढला।का।तुला देश विकायला निघाला तो तरी डोळे झवले का तुझं मोदी।ने,1,1
"येडीगांड भोसडीच्या भय्या, राजभोई नाव आहे, भोई समाज आहे आमचा. शिवाजी महाराजांची पालखी आमचा समाज उचलायचा आणी मासेविक्री हा आमचा पारंपरिक व्यवसाय आहे आमचा, गेले साठ वर्षा पासून चालू आहे ये पुण्याला मग दाखवतो,उपऱ्या साल्या निघ हिथुन घाणेरडयांनो.",1,1
"@lokmat अशिक्षित, एक्कल शुन्य मानसा बद्दल मत व्यक्त केल्यामुळे एका शिकक्षित बापानं आपल्या ११ व्या वर्गात शिकणाऱ्या शिकक्षित पोराला लई हानलयं...म्हणे दनके देतानाही जोर जोराने ओरडत होता",0,0
किरन मानेचे घाणेरडे व विकृत काॅमेंटसचे स्क्रीन शॉट @abpmajhatv @TV9Marathi @rajivkhandekar @PrasannJOSHI यांना पाठवा व त्यावर एक कार्यक्रम घ्या म्हणा! कार्यक्रमात नुसती एककल्ली त्या विकृताची बाजू घेत होते.,0,0
"@Neeeraj18 @Omkar93747239 @MiLOKMAT तुझा बाप आहे मी,बापाला झवायला शिकवू नकोस,आईची फोदा तुझ्या",1,1
@rajuparulekar @rautsanjay61 अरे मादरचोद साध आधार कार्ड दाखवून सुद्धा नागरीकता सिद्ध करता येईल पण तुम्ही शरिया सेनेचे लोक आहात.,1,1
"@shailesh_varmaa सुजाता फार्म केसच काय झाल ? म्हाळगींच्या चिरंजीवासोबत केलेल्या १४ जणांच्या फसवणुकीच्या खटल्याचा प्रश्न आहे. गोखले तुमची अगतिकता समजू शकतो. पण तुम्हीच तुमचा बुरखा फाडलात हे बर केलत. निर्लज्ज, निगरगट्ट संघोटा.",0,0
@ameytirodkar तर जाऊन तिथे न्यायालयात पड ना! कालपर्यंत तुला नव्हते माहिती का फडणवीसांच्या बाबतीत? आज त्या बच्चू ची चाटण्याच्या नादात चक्क न्यायालयाचा अवमान करतोयस मुर्खा!,1,1
"@NivantAyushya बुरखाधारी बायल्या माझ्या tl खाली तू आलास, तू निघ, खऱ्या अकाउंट ये जा...",1,1
"@MiLOKMAT लाज वाटली पाहिजे आपल्या देशाबद्दल असं लिहायला, तुझी लायकी काय तू लिहितो काय, नालायक!",1,1
@sujitgr8 रडके आहेत रे हे. करायचा काही नाही आणि यांच्या आदर्श लोक आणि संघटनानी पण काही दिवे लावले नाहीत. मग मानसिक समाधानासाठी असा काहीतरी बालिश करावा लागतं,0,0
आणि हे कोण सांगत आहे सुतळी बॉम्ब ला भिणाऱ्यांच्या आवलादी😂😂😂,1,1
"मला खरच या सगळ्या #बुरखाधारी_बाईल्या म्हणजे #fake id च हसू येत....... फक्त #शिवसेना पक्षासमोर लोकसभेला उमेदवार देणारे #गद्दारमनसे आज #मोदी विरोधाची शाळा #मराठी मतदारांना शिकवत आहेत!! 😂😂😂😂😂😂 #लाचारमनसे आज ""आघाडीत"" जायला ""गुडघ्याला बाशिंग"" बांधून बसली आहे!! 👎👎👎👎👎👎",1,1
ज्याच्या मनात पाप नसतं त्याला झाल्या चुकीचा पश्चाताप होतो. जो मुळातच बिनलाजी असतो त्याने कमरेच काढून डोक्यावर गुंडाळलेले असतं.,0,0
"ह्या म्हाताऱ्याला चांगलं ओळखल आता, हा खूप नौटंकी बाज आहे. प्रश्न आणि त्याचे उत्तर बघा!! महानालायक !!!",1,1
@SouravGhosh87 अरे आईघाल्या छत्रपती शिवाजी महाराज बोल नाही तर पाकिस्तानमध्ये जा 🖕,1,1
@VinodWayal11 बाळासाहेब होते तोपर्यंत नीट होत सगळं जस वाकडतोंड्या यांच्या नशिबात आला याने बाळासाहेबांनाच कोल्ल 🤬🤬🤬,1,1
केंद्र सरकारने फिरोजशहा कोटला स्टेडियमवर जे एका स्टॅण्डला विराट कोहलीची नाव दिलं आहे ना त्याला आग लावायला पाहिजे. केंद्र सरकारला पण घाईच अन् तो तर प्रसिद्धचा जन्मजात भुकेला.चालू द्या वेडेपणा.,0,0
"@VishalSpeaks45 @waglenamrata झक मारून सुरक्षा द्यावी लागली, उपकार नाही केले. त्यांना म्हणावं गल्लीगल्लीत जे ड्रग पेडलर आहेत, त्यांना पकडा.",0,0
@chavan_Dpk होय भेंचोद आता तेच बाकी आहे 😂😂😂😂,1,1
@meNeeleshNRane मग कदम ला काय येतं भो भो उद्धव चे लाळपुसे चाटु हे,1,1
@Swapnil80336122 @pramodstilekar @rautsanjay61 @OfficeofUT @Dev_Fadnavis Real id घेऊन ये मग तुला कुठे मरतो ते बघ . बुल्ल्या,1,3
@amitchivilkar च्युत्या साला.,1,1
"@SandeepGuptaINC बरोबर आहे, दिल्लीतले सगळे लेखक (भिकमांगे) मुंबईला आले आहेत ना.",1,1
अन उत्तरं देण्यासाठी सामान्य जनता रस्त्यावर आली तेंव्हा आज #छिनाल_मीडिया जागी झाली... 😂😜😂 #आंदोलन,1,3
@IoY932mVTIhF1jH @Marathi_Rash @abpmajhatv @RahulGandhi खरं नेहमी कडू असत रे छक्क्या नाव सांगायचा गांडित दम नाही छिनाल बहिणीच्या बुल्ल्या,1,1
@gajanan137 काका टिळक वाड्यात...👌👌,0,0
@Chinese_Virus_i अरे मादरचोद आता लिब्रांदू पिवळी निळी पुस्तकातील माहिती नका सांगू proof de भाड्या,1,1
@mohammed_aliAbh @BBCHindi बुल्ला‌ M R D,1,1
@DhokAkash @CMOMaharashtra तुझ्या आईच्या भोकात पाय मादरचोद‌. तुला शिवी दिली होती का मी?,1,3
धडधडीत खोटं बोलतोय. डोळे कुठे आकाशात नेतो लबाड बोक्या सारखे. लोकांना समजत आता सर्व. जेल डोळ्या समोर दिसतय.,0,0
@kundanAvhad19 कुंदन याचा गांडित जळत लाकुड घातल bc हा कोण आहे .बोचा हाण मादरचोद चा याला म्हणा पत्ता दे आयघाल्या त्या आख्या वंशावळीला चुत मध्ये घालतो का नाय बघ 😡😡😡😡😡😡,1,3
